,metric_idx,cv_scores,avg_score,cost,metric_names
21,"(2, 11, 21, 22, 25, 26, 27, 37, 40, 46, 47, 48, 60, 63, 66, 72, 73, 86, 90, 98, 99)","{'test_sensitivity': 0.8358195423422619, 'test_sensitivity_std': 0.0, 'test_specificity': 0.9885449819967553, 'test_specificity_std': 0.0, 'test_coverage error': 10.02037037037037, 'test_coverage error_std': 0.0, 'test_subset accuracy': 0.6240740740740741, 'test_subset accuracy_std': 0.0, 'test_precision': 0.828026001818267, 'test_precision_std': 0.0, 'fit_time': 45.99176502227783, 'score_time': 0.21034741401672363}",0.828026001818267,25.0,"('SRV./: Used space', 'SRV.CPU system time', 'SRV.Load average (1m avg)', 'SRV.Load average (5m avg)', 'SRV.Number of running processes', 'GW1./: Free inodes in %', 'GW1./: Space utilization', 'GW1.CPU system time', 'GW1.Context switches per second', 'GW1.Load average (15m avg)', 'GW1.Load average (1m avg)', 'GW1.Load average (5m avg)', 'GW11.CPU idle time', 'GW11.CPU system time', 'GW11.Context switches per second', 'GW11.Load average (15m avg)', 'GW11.Load average (1m avg)', 'GW111.CPU idle time', 'GW111.CPU user time', 'GW111.Load average (15m avg)', 'GW111.Load average (1m avg)')"
22,"(2, 11, 14, 21, 22, 25, 26, 27, 34, 37, 40, 46, 47, 48, 60, 63, 66, 72, 73, 86, 98, 99)","{'test_sensitivity': 0.842052382052364, 'test_sensitivity_std': 0.0, 'test_specificity': 0.9887477730536123, 'test_specificity_std': 0.0, 'test_coverage error': 9.658333333333333, 'test_coverage error_std': 0.0, 'test_subset accuracy': 0.6421296296296296, 'test_subset accuracy_std': 0.0, 'test_precision': 0.8303516205644244, 'test_precision_std': 0.0, 'fit_time': 88.67549276351929, 'score_time': 0.37176036834716797}",0.8303516205644244,24.5,"('SRV./: Used space', 'SRV.CPU system time', 'SRV.Context switches per second', 'SRV.Load average (1m avg)', 'SRV.Load average (5m avg)', 'SRV.Number of running processes', 'GW1./: Free inodes in %', 'GW1./: Space utilization', 'GW1.CPU idle time', 'GW1.CPU system time', 'GW1.Context switches per second', 'GW1.Load average (15m avg)', 'GW1.Load average (1m avg)', 'GW1.Load average (5m avg)', 'GW11.CPU idle time', 'GW11.CPU system time', 'GW11.Context switches per second', 'GW11.Load average (15m avg)', 'GW11.Load average (1m avg)', 'GW111.CPU idle time', 'GW111.Load average (15m avg)', 'GW111.Load average (1m avg)')"
23,"(2, 7, 11, 14, 21, 22, 25, 26, 27, 34, 37, 40, 46, 47, 48, 60, 63, 66, 72, 73, 86, 98, 99)","{'test_sensitivity': 0.8464591473665444, 'test_sensitivity_std': 0.0, 'test_specificity': 0.9885944167206377, 'test_specificity_std': 0.0, 'test_coverage error': 9.581944444444444, 'test_coverage error_std': 0.0, 'test_subset accuracy': 0.6365740740740741, 'test_subset accuracy_std': 0.0, 'test_precision': 0.8275227383835075, 'test_precision_std': 0.0, 'fit_time': 83.20819330215454, 'score_time': 0.4938340187072754}",0.8275227383835075,25.0,"('SRV./: Used space', 'SRV.Available memory in %', 'SRV.CPU system time', 'SRV.Context switches per second', 'SRV.Load average (1m avg)', 'SRV.Load average (5m avg)', 'SRV.Number of running processes', 'GW1./: Free inodes in %', 'GW1./: Space utilization', 'GW1.CPU idle time', 'GW1.CPU system time', 'GW1.Context switches per second', 'GW1.Load average (15m avg)', 'GW1.Load average (1m avg)', 'GW1.Load average (5m avg)', 'GW11.CPU idle time', 'GW11.CPU system time', 'GW11.Context switches per second', 'GW11.Load average (15m avg)', 'GW11.Load average (1m avg)', 'GW111.CPU idle time', 'GW111.Load average (15m avg)', 'GW111.Load average (1m avg)')"
24,"(2, 7, 11, 14, 21, 22, 25, 26, 27, 34, 37, 40, 46, 47, 48, 60, 63, 66, 72, 73, 76, 86, 98, 99)","{'test_sensitivity': 0.8342185585454849, 'test_sensitivity_std': 0.0, 'test_specificity': 0.9887276995772576, 'test_specificity_std': 0.0, 'test_coverage error': 9.733333333333333, 'test_coverage error_std': 0.0, 'test_subset accuracy': 0.6365740740740741, 'test_subset accuracy_std': 0.0, 'test_precision': 0.8264389477269589, 'test_precision_std': 0.0, 'fit_time': 77.76580548286438, 'score_time': 0.44011354446411133}",0.8264389477269589,26.5,"('SRV./: Used space', 'SRV.Available memory in %', 'SRV.CPU system time', 'SRV.Context switches per second', 'SRV.Load average (1m avg)', 'SRV.Load average (5m avg)', 'SRV.Number of running processes', 'GW1./: Free inodes in %', 'GW1./: Space utilization', 'GW1.CPU idle time', 'GW1.CPU system time', 'GW1.Context switches per second', 'GW1.Load average (15m avg)', 'GW1.Load average (1m avg)', 'GW1.Load average (5m avg)', 'GW11.CPU idle time', 'GW11.CPU system time', 'GW11.Context switches per second', 'GW11.Load average (15m avg)', 'GW11.Load average (1m avg)', 'GW11.Number of processes', 'GW111.CPU idle time', 'GW111.Load average (15m avg)', 'GW111.Load average (1m avg)')"
25,"(2, 7, 11, 14, 21, 22, 25, 26, 27, 34, 37, 40, 46, 47, 48, 55, 60, 63, 66, 72, 73, 76, 86, 98, 99)","{'test_sensitivity': 0.8335200637711202, 'test_sensitivity_std': 0.0, 'test_specificity': 0.9891829777337701, 'test_specificity_std': 0.0, 'test_coverage error': 9.954629629629629, 'test_coverage error_std': 0.0, 'test_subset accuracy': 0.6375, 'test_subset accuracy_std': 0.0, 'test_precision': 0.8313468465029268, 'test_precision_std': 0.0, 'fit_time': 82.39314866065979, 'score_time': 0.4363517761230469}",0.8313468465029268,28.0,"('SRV./: Used space', 'SRV.Available memory in %', 'SRV.CPU system time', 'SRV.Context switches per second', 'SRV.Load average (1m avg)', 'SRV.Load average (5m avg)', 'SRV.Number of running processes', 'GW1./: Free inodes in %', 'GW1./: Space utilization', 'GW1.CPU idle time', 'GW1.CPU system time', 'GW1.Context switches per second', 'GW1.Load average (15m avg)', 'GW1.Load average (1m avg)', 'GW1.Load average (5m avg)', 'GW11./boot: Free inodes in %', 'GW11.CPU idle time', 'GW11.CPU system time', 'GW11.Context switches per second', 'GW11.Load average (15m avg)', 'GW11.Load average (1m avg)', 'GW11.Number of processes', 'GW111.CPU idle time', 'GW111.Load average (15m avg)', 'GW111.Load average (1m avg)')"
26,"(2, 7, 11, 14, 21, 22, 25, 26, 27, 29, 34, 37, 40, 46, 47, 48, 55, 60, 63, 66, 72, 73, 76, 86, 98, 99)","{'test_sensitivity': 0.8382989223777042, 'test_sensitivity_std': 0.0, 'test_specificity': 0.9889847979239756, 'test_specificity_std': 0.0, 'test_coverage error': 9.743981481481482, 'test_coverage error_std': 0.0, 'test_subset accuracy': 0.6398148148148148, 'test_subset accuracy_std': 0.0, 'test_precision': 0.829700974129397, 'test_precision_std': 0.0, 'fit_time': 88.50620913505554, 'score_time': 0.4346151351928711}",0.829700974129397,29.0,"('SRV./: Used space', 'SRV.Available memory in %', 'SRV.CPU system time', 'SRV.Context switches per second', 'SRV.Load average (1m avg)', 'SRV.Load average (5m avg)', 'SRV.Number of running processes', 'GW1./: Free inodes in %', 'GW1./: Space utilization', 'GW1./boot: Free inodes in %', 'GW1.CPU idle time', 'GW1.CPU system time', 'GW1.Context switches per second', 'GW1.Load average (15m avg)', 'GW1.Load average (1m avg)', 'GW1.Load average (5m avg)', 'GW11./boot: Free inodes in %', 'GW11.CPU idle time', 'GW11.CPU system time', 'GW11.Context switches per second', 'GW11.Load average (15m avg)', 'GW11.Load average (1m avg)', 'GW11.Number of processes', 'GW111.CPU idle time', 'GW111.Load average (15m avg)', 'GW111.Load average (1m avg)')"
27,"(2, 7, 11, 14, 15, 21, 22, 25, 26, 27, 29, 34, 37, 40, 46, 47, 48, 55, 60, 63, 66, 72, 73, 76, 86, 98, 99)","{'test_sensitivity': 0.8421406081757579, 'test_sensitivity_std': 0.0, 'test_specificity': 0.9891337709855024, 'test_specificity_std': 0.0, 'test_coverage error': 9.532407407407407, 'test_coverage error_std': 0.0, 'test_subset accuracy': 0.6458333333333334, 'test_subset accuracy_std': 0.0, 'test_precision': 0.8323316512213135, 'test_precision_std': 0.0, 'fit_time': 88.05410313606262, 'score_time': 0.41937255859375}",0.8323316512213135,29.5,"('SRV./: Used space', 'SRV.Available memory in %', 'SRV.CPU system time', 'SRV.Context switches per second', 'SRV.Free swap space', 'SRV.Load average (1m avg)', 'SRV.Load average (5m avg)', 'SRV.Number of running processes', 'GW1./: Free inodes in %', 'GW1./: Space utilization', 'GW1./boot: Free inodes in %', 'GW1.CPU idle time', 'GW1.CPU system time', 'GW1.Context switches per second', 'GW1.Load average (15m avg)', 'GW1.Load average (1m avg)', 'GW1.Load average (5m avg)', 'GW11./boot: Free inodes in %', 'GW11.CPU idle time', 'GW11.CPU system time', 'GW11.Context switches per second', 'GW11.Load average (15m avg)', 'GW11.Load average (1m avg)', 'GW11.Number of processes', 'GW111.CPU idle time', 'GW111.Load average (15m avg)', 'GW111.Load average (1m avg)')"
28,"(2, 7, 11, 14, 15, 21, 22, 25, 26, 27, 29, 34, 37, 40, 46, 47, 48, 55, 57, 60, 63, 66, 72, 73, 76, 86, 98, 99)","{'test_sensitivity': 0.8338633054917224, 'test_sensitivity_std': 0.0, 'test_specificity': 0.9890537446543162, 'test_specificity_std': 0.0, 'test_coverage error': 9.966203703703703, 'test_coverage error_std': 0.0, 'test_subset accuracy': 0.6300925925925925, 'test_subset accuracy_std': 0.0, 'test_precision': 0.8302513502338629, 'test_precision_std': 0.0, 'fit_time': 85.17825388908386, 'score_time': 0.4359259605407715}",0.8302513502338629,31.0,"('SRV./: Used space', 'SRV.Available memory in %', 'SRV.CPU system time', 'SRV.Context switches per second', 'SRV.Free swap space', 'SRV.Load average (1m avg)', 'SRV.Load average (5m avg)', 'SRV.Number of running processes', 'GW1./: Free inodes in %', 'GW1./: Space utilization', 'GW1./boot: Free inodes in %', 'GW1.CPU idle time', 'GW1.CPU system time', 'GW1.Context switches per second', 'GW1.Load average (15m avg)', 'GW1.Load average (1m avg)', 'GW1.Load average (5m avg)', 'GW11./boot: Free inodes in %', 'GW11./boot: Used space', 'GW11.CPU idle time', 'GW11.CPU system time', 'GW11.Context switches per second', 'GW11.Load average (15m avg)', 'GW11.Load average (1m avg)', 'GW11.Number of processes', 'GW111.CPU idle time', 'GW111.Load average (15m avg)', 'GW111.Load average (1m avg)')"
29,"(2, 7, 11, 14, 15, 21, 22, 25, 26, 27, 29, 34, 37, 40, 46, 47, 48, 54, 55, 57, 60, 63, 66, 72, 73, 76, 86, 98, 99)","{'test_sensitivity': 0.8344261512235818, 'test_sensitivity_std': 0.0, 'test_specificity': 0.9885324435170791, 'test_specificity_std': 0.0, 'test_coverage error': 9.768055555555556, 'test_coverage error_std': 0.0, 'test_subset accuracy': 0.6375, 'test_subset accuracy_std': 0.0, 'test_precision': 0.8230592132952652, 'test_precision_std': 0.0, 'fit_time': 88.82063102722168, 'score_time': 0.44245362281799316}",0.8230592132952652,32.5,"('SRV./: Used space', 'SRV.Available memory in %', 'SRV.CPU system time', 'SRV.Context switches per second', 'SRV.Free swap space', 'SRV.Load average (1m avg)', 'SRV.Load average (5m avg)', 'SRV.Number of running processes', 'GW1./: Free inodes in %', 'GW1./: Space utilization', 'GW1./boot: Free inodes in %', 'GW1.CPU idle time', 'GW1.CPU system time', 'GW1.Context switches per second', 'GW1.Load average (15m avg)', 'GW1.Load average (1m avg)', 'GW1.Load average (5m avg)', 'GW11./: Used space', 'GW11./boot: Free inodes in %', 'GW11./boot: Used space', 'GW11.CPU idle time', 'GW11.CPU system time', 'GW11.Context switches per second', 'GW11.Load average (15m avg)', 'GW11.Load average (1m avg)', 'GW11.Number of processes', 'GW111.CPU idle time', 'GW111.Load average (15m avg)', 'GW111.Load average (1m avg)')"
30,"(2, 7, 11, 14, 15, 21, 22, 25, 26, 27, 29, 34, 37, 40, 46, 47, 48, 49, 54, 55, 57, 60, 63, 66, 72, 73, 76, 86, 98, 99)","{'test_sensitivity': 0.8349231127351278, 'test_sensitivity_std': 0.0, 'test_specificity': 0.9892097051506552, 'test_specificity_std': 0.0, 'test_coverage error': 9.79212962962963, 'test_coverage error_std': 0.0, 'test_subset accuracy': 0.6365740740740741, 'test_subset accuracy_std': 0.0, 'test_precision': 0.8323048337338399, 'test_precision_std': 0.0, 'fit_time': 85.04929947853088, 'score_time': 0.43237853050231934}",0.8323048337338399,33.5,"('SRV./: Used space', 'SRV.Available memory in %', 'SRV.CPU system time', 'SRV.Context switches per second', 'SRV.Free swap space', 'SRV.Load average (1m avg)', 'SRV.Load average (5m avg)', 'SRV.Number of running processes', 'GW1./: Free inodes in %', 'GW1./: Space utilization', 'GW1./boot: Free inodes in %', 'GW1.CPU idle time', 'GW1.CPU system time', 'GW1.Context switches per second', 'GW1.Load average (15m avg)', 'GW1.Load average (1m avg)', 'GW1.Load average (5m avg)', 'GW1.Memory utilization', 'GW11./: Used space', 'GW11./boot: Free inodes in %', 'GW11./boot: Used space', 'GW11.CPU idle time', 'GW11.CPU system time', 'GW11.Context switches per second', 'GW11.Load average (15m avg)', 'GW11.Load average (1m avg)', 'GW11.Number of processes', 'GW111.CPU idle time', 'GW111.Load average (15m avg)', 'GW111.Load average (1m avg)')"
31,"(2, 7, 11, 14, 15, 21, 22, 25, 26, 27, 29, 34, 37, 40, 46, 47, 48, 49, 54, 55, 57, 60, 63, 66, 72, 73, 76, 86, 90, 98, 99)","{'test_sensitivity': 0.8396925781210521, 'test_sensitivity_std': 0.0, 'test_specificity': 0.9888969435093977, 'test_specificity_std': 0.0, 'test_coverage error': 9.727314814814815, 'test_coverage error_std': 0.0, 'test_subset accuracy': 0.6300925925925925, 'test_subset accuracy_std': 0.0, 'test_precision': 0.8298162624672452, 'test_precision_std': 0.0, 'fit_time': 88.3497564792633, 'score_time': 0.4396681785583496}",0.8298162624672452,35.5,"('SRV./: Used space', 'SRV.Available memory in %', 'SRV.CPU system time', 'SRV.Context switches per second', 'SRV.Free swap space', 'SRV.Load average (1m avg)', 'SRV.Load average (5m avg)', 'SRV.Number of running processes', 'GW1./: Free inodes in %', 'GW1./: Space utilization', 'GW1./boot: Free inodes in %', 'GW1.CPU idle time', 'GW1.CPU system time', 'GW1.Context switches per second', 'GW1.Load average (15m avg)', 'GW1.Load average (1m avg)', 'GW1.Load average (5m avg)', 'GW1.Memory utilization', 'GW11./: Used space', 'GW11./boot: Free inodes in %', 'GW11./boot: Used space', 'GW11.CPU idle time', 'GW11.CPU system time', 'GW11.Context switches per second', 'GW11.Load average (15m avg)', 'GW11.Load average (1m avg)', 'GW11.Number of processes', 'GW111.CPU idle time', 'GW111.CPU user time', 'GW111.Load average (15m avg)', 'GW111.Load average (1m avg)')"
32,"(0, 2, 7, 11, 14, 15, 21, 22, 25, 26, 27, 29, 34, 37, 40, 46, 47, 48, 49, 54, 55, 57, 60, 63, 66, 72, 73, 76, 86, 90, 98, 99)","{'test_sensitivity': 0.8240858530035983, 'test_sensitivity_std': 0.0, 'test_specificity': 0.9892063080010491, 'test_specificity_std': 0.0, 'test_coverage error': 10.280555555555555, 'test_coverage error_std': 0.0, 'test_subset accuracy': 0.6268518518518519, 'test_subset accuracy_std': 0.0, 'test_precision': 0.8307503733947293, 'test_precision_std': 0.0, 'fit_time': 88.38578844070435, 'score_time': 0.42783498764038086}",0.8307503733947293,36.0,"('SRV./: Free inodes in %', 'SRV./: Used space', 'SRV.Available memory in %', 'SRV.CPU system time', 'SRV.Context switches per second', 'SRV.Free swap space', 'SRV.Load average (1m avg)', 'SRV.Load average (5m avg)', 'SRV.Number of running processes', 'GW1./: Free inodes in %', 'GW1./: Space utilization', 'GW1./boot: Free inodes in %', 'GW1.CPU idle time', 'GW1.CPU system time', 'GW1.Context switches per second', 'GW1.Load average (15m avg)', 'GW1.Load average (1m avg)', 'GW1.Load average (5m avg)', 'GW1.Memory utilization', 'GW11./: Used space', 'GW11./boot: Free inodes in %', 'GW11./boot: Used space', 'GW11.CPU idle time', 'GW11.CPU system time', 'GW11.Context switches per second', 'GW11.Load average (15m avg)', 'GW11.Load average (1m avg)', 'GW11.Number of processes', 'GW111.CPU idle time', 'GW111.CPU user time', 'GW111.Load average (15m avg)', 'GW111.Load average (1m avg)')"
33,"(0, 2, 7, 11, 14, 15, 21, 22, 25, 26, 27, 29, 34, 37, 38, 40, 46, 47, 48, 49, 54, 55, 57, 60, 63, 66, 72, 73, 76, 86, 90, 98, 99)","{'test_sensitivity': 0.8411542520235862, 'test_sensitivity_std': 0.0, 'test_specificity': 0.9892148620414647, 'test_specificity_std': 0.0, 'test_coverage error': 9.789351851851851, 'test_coverage error_std': 0.0, 'test_subset accuracy': 0.6347222222222222, 'test_subset accuracy_std': 0.0, 'test_precision': 0.8327243488505897, 'test_precision_std': 0.0, 'fit_time': 82.35234642028809, 'score_time': 0.4415583610534668}",0.8327243488505897,37.0,"('SRV./: Free inodes in %', 'SRV./: Used space', 'SRV.Available memory in %', 'SRV.CPU system time', 'SRV.Context switches per second', 'SRV.Free swap space', 'SRV.Load average (1m avg)', 'SRV.Load average (5m avg)', 'SRV.Number of running processes', 'GW1./: Free inodes in %', 'GW1./: Space utilization', 'GW1./boot: Free inodes in %', 'GW1.CPU idle time', 'GW1.CPU system time', 'GW1.CPU user time', 'GW1.Context switches per second', 'GW1.Load average (15m avg)', 'GW1.Load average (1m avg)', 'GW1.Load average (5m avg)', 'GW1.Memory utilization', 'GW11./: Used space', 'GW11./boot: Free inodes in %', 'GW11./boot: Used space', 'GW11.CPU idle time', 'GW11.CPU system time', 'GW11.Context switches per second', 'GW11.Load average (15m avg)', 'GW11.Load average (1m avg)', 'GW11.Number of processes', 'GW111.CPU idle time', 'GW111.CPU user time', 'GW111.Load average (15m avg)', 'GW111.Load average (1m avg)')"
34,"(0, 2, 7, 10, 11, 14, 15, 21, 22, 25, 26, 27, 29, 34, 38, 40, 46, 47, 48, 49, 54, 55, 57, 60, 63, 66, 72, 73, 76, 79, 86, 90, 98, 99)","{'test_sensitivity': 0.8375095497192031, 'test_sensitivity_std': 0.0, 'test_specificity': 0.9895084288702876, 'test_specificity_std': 0.0, 'test_coverage error': 9.80787037037037, 'test_coverage error_std': 0.0, 'test_subset accuracy': 0.6370370370370371, 'test_subset accuracy_std': 0.0, 'test_precision': 0.8360955723310483, 'test_precision_std': 0.0, 'fit_time': 69.87947869300842, 'score_time': 0.43367505073547363}",0.8360955723310483,38.5,"('SRV./: Free inodes in %', 'SRV./: Used space', 'SRV.Available memory in %', 'SRV.CPU softirq time', 'SRV.CPU system time', 'SRV.Context switches per second', 'SRV.Free swap space', 'SRV.Load average (1m avg)', 'SRV.Load average (5m avg)', 'SRV.Number of running processes', 'GW1./: Free inodes in %', 'GW1./: Space utilization', 'GW1./boot: Free inodes in %', 'GW1.CPU idle time', 'GW1.CPU user time', 'GW1.Context switches per second', 'GW1.Load average (15m avg)', 'GW1.Load average (1m avg)', 'GW1.Load average (5m avg)', 'GW1.Memory utilization', 'GW11./: Used space', 'GW11./boot: Free inodes in %', 'GW11./boot: Used space', 'GW11.CPU idle time', 'GW11.CPU system time', 'GW11.Context switches per second', 'GW11.Load average (15m avg)', 'GW11.Load average (1m avg)', 'GW11.Number of processes', 'GW111./: Space utilization', 'GW111.CPU idle time', 'GW111.CPU user time', 'GW111.Load average (15m avg)', 'GW111.Load average (1m avg)')"
35,"(0, 2, 7, 10, 11, 14, 15, 21, 22, 25, 26, 27, 29, 34, 37, 38, 40, 46, 47, 48, 49, 54, 55, 57, 60, 63, 66, 72, 73, 76, 79, 86, 90, 98, 99)","{'test_sensitivity': 0.8488930029549505, 'test_sensitivity_std': 0.0, 'test_specificity': 0.9892593896161888, 'test_specificity_std': 0.0, 'test_coverage error': 9.552777777777777, 'test_coverage error_std': 0.0, 'test_subset accuracy': 0.6375, 'test_subset accuracy_std': 0.0, 'test_precision': 0.8348606316818122, 'test_precision_std': 0.0, 'fit_time': 88.48556280136108, 'score_time': 0.43611955642700195}",0.8348606316818122,39.5,"('SRV./: Free inodes in %', 'SRV./: Used space', 'SRV.Available memory in %', 'SRV.CPU softirq time', 'SRV.CPU system time', 'SRV.Context switches per second', 'SRV.Free swap space', 'SRV.Load average (1m avg)', 'SRV.Load average (5m avg)', 'SRV.Number of running processes', 'GW1./: Free inodes in %', 'GW1./: Space utilization', 'GW1./boot: Free inodes in %', 'GW1.CPU idle time', 'GW1.CPU system time', 'GW1.CPU user time', 'GW1.Context switches per second', 'GW1.Load average (15m avg)', 'GW1.Load average (1m avg)', 'GW1.Load average (5m avg)', 'GW1.Memory utilization', 'GW11./: Used space', 'GW11./boot: Free inodes in %', 'GW11./boot: Used space', 'GW11.CPU idle time', 'GW11.CPU system time', 'GW11.Context switches per second', 'GW11.Load average (15m avg)', 'GW11.Load average (1m avg)', 'GW11.Number of processes', 'GW111./: Space utilization', 'GW111.CPU idle time', 'GW111.CPU user time', 'GW111.Load average (15m avg)', 'GW111.Load average (1m avg)')"
36,"(2, 7, 10, 11, 14, 15, 21, 22, 25, 26, 27, 29, 34, 37, 38, 40, 46, 47, 48, 49, 54, 55, 57, 60, 63, 66, 68, 72, 73, 76, 79, 86, 90, 98, 99, 101)","{'test_sensitivity': 0.8454998061447212, 'test_sensitivity_std': 0.0, 'test_specificity': 0.9895340078904591, 'test_specificity_std': 0.0, 'test_coverage error': 9.634722222222223, 'test_coverage error_std': 0.0, 'test_subset accuracy': 0.6435185185185185, 'test_subset accuracy_std': 0.0, 'test_precision': 0.8379970459906632, 'test_precision_std': 0.0, 'fit_time': 43.87974309921265, 'score_time': 0.21709465980529785}",0.8379970459906632,42.5,"('SRV./: Used space', 'SRV.Available memory in %', 'SRV.CPU softirq time', 'SRV.CPU system time', 'SRV.Context switches per second', 'SRV.Free swap space', 'SRV.Load average (1m avg)', 'SRV.Load average (5m avg)', 'SRV.Number of running processes', 'GW1./: Free inodes in %', 'GW1./: Space utilization', 'GW1./boot: Free inodes in %', 'GW1.CPU idle time', 'GW1.CPU system time', 'GW1.CPU user time', 'GW1.Context switches per second', 'GW1.Load average (15m avg)', 'GW1.Load average (1m avg)', 'GW1.Load average (5m avg)', 'GW1.Memory utilization', 'GW11./: Used space', 'GW11./boot: Free inodes in %', 'GW11./boot: Used space', 'GW11.CPU idle time', 'GW11.CPU system time', 'GW11.Context switches per second', 'GW11.Free swap space in %', 'GW11.Load average (15m avg)', 'GW11.Load average (1m avg)', 'GW11.Number of processes', 'GW111./: Space utilization', 'GW111.CPU idle time', 'GW111.CPU user time', 'GW111.Load average (15m avg)', 'GW111.Load average (1m avg)', 'GW111.Memory utilization')"
37,"(0, 2, 7, 10, 11, 14, 15, 21, 22, 25, 26, 27, 29, 34, 37, 38, 40, 46, 47, 48, 49, 54, 55, 57, 60, 63, 66, 68, 72, 73, 76, 79, 86, 90, 98, 99, 101)","{'test_sensitivity': 0.8438797798729567, 'test_sensitivity_std': 0.0, 'test_specificity': 0.9892017122574552, 'test_specificity_std': 0.0, 'test_coverage error': 9.71574074074074, 'test_coverage error_std': 0.0, 'test_subset accuracy': 0.6328703703703704, 'test_subset accuracy_std': 0.0, 'test_precision': 0.8352650735662124, 'test_precision_std': 0.0, 'fit_time': 89.0160596370697, 'score_time': 0.4266633987426758}",0.8352650735662124,43.0,"('SRV./: Free inodes in %', 'SRV./: Used space', 'SRV.Available memory in %', 'SRV.CPU softirq time', 'SRV.CPU system time', 'SRV.Context switches per second', 'SRV.Free swap space', 'SRV.Load average (1m avg)', 'SRV.Load average (5m avg)', 'SRV.Number of running processes', 'GW1./: Free inodes in %', 'GW1./: Space utilization', 'GW1./boot: Free inodes in %', 'GW1.CPU idle time', 'GW1.CPU system time', 'GW1.CPU user time', 'GW1.Context switches per second', 'GW1.Load average (15m avg)', 'GW1.Load average (1m avg)', 'GW1.Load average (5m avg)', 'GW1.Memory utilization', 'GW11./: Used space', 'GW11./boot: Free inodes in %', 'GW11./boot: Used space', 'GW11.CPU idle time', 'GW11.CPU system time', 'GW11.Context switches per second', 'GW11.Free swap space in %', 'GW11.Load average (15m avg)', 'GW11.Load average (1m avg)', 'GW11.Number of processes', 'GW111./: Space utilization', 'GW111.CPU idle time', 'GW111.CPU user time', 'GW111.Load average (15m avg)', 'GW111.Load average (1m avg)', 'GW111.Memory utilization')"
38,"(0, 2, 7, 10, 11, 14, 15, 21, 22, 25, 26, 27, 29, 33, 34, 37, 38, 40, 46, 47, 48, 49, 54, 55, 57, 60, 63, 66, 68, 72, 73, 76, 79, 86, 90, 98, 99, 101)","{'test_sensitivity': 0.8461877833509279, 'test_sensitivity_std': 0.0, 'test_specificity': 0.9895863212382712, 'test_specificity_std': 0.0, 'test_coverage error': 9.577314814814814, 'test_coverage error_std': 0.0, 'test_subset accuracy': 0.6462962962962963, 'test_subset accuracy_std': 0.0, 'test_precision': 0.8385179517194575, 'test_precision_std': 0.0, 'fit_time': 89.27984738349915, 'score_time': 0.4478180408477783}",0.8385179517194575,44.0,"('SRV./: Free inodes in %', 'SRV./: Used space', 'SRV.Available memory in %', 'SRV.CPU softirq time', 'SRV.CPU system time', 'SRV.Context switches per second', 'SRV.Free swap space', 'SRV.Load average (1m avg)', 'SRV.Load average (5m avg)', 'SRV.Number of running processes', 'GW1./: Free inodes in %', 'GW1./: Space utilization', 'GW1./boot: Free inodes in %', 'GW1.Available memory in %', 'GW1.CPU idle time', 'GW1.CPU system time', 'GW1.CPU user time', 'GW1.Context switches per second', 'GW1.Load average (15m avg)', 'GW1.Load average (1m avg)', 'GW1.Load average (5m avg)', 'GW1.Memory utilization', 'GW11./: Used space', 'GW11./boot: Free inodes in %', 'GW11./boot: Used space', 'GW11.CPU idle time', 'GW11.CPU system time', 'GW11.Context switches per second', 'GW11.Free swap space in %', 'GW11.Load average (15m avg)', 'GW11.Load average (1m avg)', 'GW11.Number of processes', 'GW111./: Space utilization', 'GW111.CPU idle time', 'GW111.CPU user time', 'GW111.Load average (15m avg)', 'GW111.Load average (1m avg)', 'GW111.Memory utilization')"
39,"(0, 2, 7, 10, 11, 14, 15, 19, 21, 22, 25, 26, 27, 29, 33, 34, 37, 38, 40, 46, 47, 48, 49, 54, 55, 57, 60, 63, 66, 68, 72, 73, 76, 79, 86, 90, 98, 99, 101)","{'test_sensitivity': 0.8495486111961109, 'test_sensitivity_std': 0.0, 'test_specificity': 0.9892678710423052, 'test_specificity_std': 0.0, 'test_coverage error': 9.327777777777778, 'test_coverage error_std': 0.0, 'test_subset accuracy': 0.6425925925925926, 'test_subset accuracy_std': 0.0, 'test_precision': 0.8363597468348765, 'test_precision_std': 0.0, 'fit_time': 88.43038749694824, 'score_time': 0.4256279468536377}",0.8363597468348765,44.5,"('SRV./: Free inodes in %', 'SRV./: Used space', 'SRV.Available memory in %', 'SRV.CPU softirq time', 'SRV.CPU system time', 'SRV.Context switches per second', 'SRV.Free swap space', 'SRV.Interrupts per second', 'SRV.Load average (1m avg)', 'SRV.Load average (5m avg)', 'SRV.Number of running processes', 'GW1./: Free inodes in %', 'GW1./: Space utilization', 'GW1./boot: Free inodes in %', 'GW1.Available memory in %', 'GW1.CPU idle time', 'GW1.CPU system time', 'GW1.CPU user time', 'GW1.Context switches per second', 'GW1.Load average (15m avg)', 'GW1.Load average (1m avg)', 'GW1.Load average (5m avg)', 'GW1.Memory utilization', 'GW11./: Used space', 'GW11./boot: Free inodes in %', 'GW11./boot: Used space', 'GW11.CPU idle time', 'GW11.CPU system time', 'GW11.Context switches per second', 'GW11.Free swap space in %', 'GW11.Load average (15m avg)', 'GW11.Load average (1m avg)', 'GW11.Number of processes', 'GW111./: Space utilization', 'GW111.CPU idle time', 'GW111.CPU user time', 'GW111.Load average (15m avg)', 'GW111.Load average (1m avg)', 'GW111.Memory utilization')"
